Allison	 4316 99737 99737 36171 38612 95180 37827 91111 67166 30044 30044 36171 38299 32232 99737 35258 72653 99737 14301 90294 35258 14301 46685 12915 7152 99737 8857 85011 72653 71419 43678 7152 50668 16967 95256 4316 7152 38612 51131 16957 30044 30044 62546 37752 72653 26150 45068 35258 46821 51131 85011 18164 50668 56425 30044 45068 87231 50668 67166 54499 97220 32232 36603 95180 62546 45068 32232 54101 57012 8857 46821 16967 56425 54207 97220 36171 62546 54499 56425 54499 12915 71419 38612 36171 50668 53312 95180 32232 63217 63726 50668 56425 53312 38299 14301 14301 99737 85011 67166 71419 16967 37827 83644 14301 53312
Alvarado	 41006 70735 94570 56493 17325 58741 85258 98068 36574 41273 36574 68341 94270 95215 80169 66945 41273 84961 15240 3387 76258 74808 91750 23048 66945 71640 41006 8770 94270 64297 94517 74808 77915 66945 7896 71640 27585 35414 19343 41273 74808 55404 85258 94270 7896 8770 8770 48188 15240 35414 94270 59941 59941 15240 80169 98479 3387 66945 36574 62327 84961 7896 95215 66708 66945 43441 27585 17325 9196 7896 67671 94270 94270 5984 77915 76258 34768 84961 35414 5984 64297 48188 85258 68341 58741 1168 3387 66945 43441 91750 9196 53400 94517 27585
Alvarez	 94735 99098 67625 61170 69343 22396 71768 69343 74522 36789 41313 32267 40645 78200 1303 36789 75381 36789 40645 74522 40323 30489 34262 71860 39983 22396 7970 28224 48097 7970 38165 69343 14049 50156 67625 86994 48097 87558 71768 1303 99098 94735 86842 38955 22396 60127 39811 74522 86994 83876 91444 61170 40645 50156 41313 87558 48097 1626 59206 83876 61170 51368
Andersen	 78381 79847 1909 21615 64138 96059 80583 56013 41510 48017 39902 70684 69524 91539 67108 39936 56013 83447 12760 15469 52015 12760 6822 22785 96409 39902 47799 67108 78381 22785 6822 10503 70684 34336 67108 26019 80583 91314 48017 86350 47799 5899 91539 79847 10503 91979 30263 67108 96409 5899 25764 22785 12760
Anderson	 81716 52636 92382 83989 3228 6360 18908 14945 99835 97192 44589 20703 20703 85694 21692 30854 89231 89640 6360 89231 88281 51391 21692 69634 85694 88281 52636 44589 3931 21692 65645 88281 83728 86271 62006 87818 85694 89640 93931 65645 62030 15332 51391 20703 32649 86252 62030 18908 84744 19969 3228 3974 58918 34591 3931 62006 83989 55580 15332 14945 20703 3974 94501 34591
Andrade	 68470 68470 95762 85588 26349 76310 68470 67842 97556 63358 18210 61650 62775 63358 85588 26335 74829 15123 76310 8360 40547 26335 16041 47208 71321 47208 95621 64476 16041 9692 10331 8360 67842 15802 74829 74649 71321 3728 51227 76310 97269 22687 18210 64476 85588 76366 26349 9692 95762 8360 26349 71321 32306 82301 32739 61650 32739 95621 76366 95762 88956 26335 10331 55274
Andrews	 3883 6616 43121 14126 61793 61793 3883 62 55780 78832 48174 47915 78832 69654 6104 76393 98659 21292 98659 62 1829 76393 67688 92688 14162 24000 1829 28929 1829 22098 6616 30961 29747 14126 29747 64395 98659 6104 6616 67688 78832 63214 17344 61793 61060 16726 61793 69654 21292 34677 92688 20339 56244 1829 61793 67688 92688 6616 40342 38951 27302 30961 64906 6616 69654 56244 72061 48174 92688
Anthony	 59684 38197 99602 71638 13609 93548 11778 70359 90754 94397 13609 28020 67483 32691 83334 70359 45916 47276 94397 50315 65195 45916 38708 90106 45916 37001 94397 32691 37552 43711 90106 3341 26700 90106 37001 24047 14727 13609 90754 65195 32691 24047 75122 3341 36827 3341 59684 28020 43711 90106 36827 83646 61394 76613 93548 38708 38708 43711 37552 74716 37593 45916 72633 32691 71638 70359 47276 47276 97467 37593 50315 14727 83334 55264 6182 43711 28020 24136 93548 70359 37001 55264
Archer	 27372 81651 60864 86091 86382 51283 48855 77119 24341 32525 72818 85256 58692 67789 49082 32009 81651 4344 57303 99251 5910 64012 81651 13484 90554 59034 64012 45226 89359 69963 2484 93964 53519 45226 22838 64012 90554 81651 11762 77119 53519 81651 5910 4344 77119 27372 2484 1418 93964 77119 93894 86091 93964 51283 24341 32525 72818 69049 77119 24341 60864 53519 32009 48855 85256 93964 5910 18112 24341 53519 45226 87312 13484 86382 32525 83495 49082 84817 86382 89359 84817 13484 5910 69963 67789
Arellano	 66152 76164 29731 209 4058 83443 92549 92549 6546 62263 80572 81941 80572 10629 92549 66152 29104 81941 21447 74757 20238 80572 209 76656 29731 11836 29731 83443 26962 23254 29655 62646 66152 49034 74757 6546 209 62263 92549 65085 76656 15002 96740 209 29104 15002 21447 17571 32195 65085 6546 66293 9896 62263 29731 74757 89555 29655 49034 83443 76164 80572 58298 65085 36521 36521 80572 10629 58872 17296 32195 52887 96740 76656 971 17296 29104 17571 80572 37585 32195 21447 96740 17296 11836 26550 66152 11836 74757 89555
Arias	 57353 34341 25715 87319 7406 86421 7406 34973 42846 11146 86421 70203 53823 40521 95882 71895 32678 88650 57876 76724 52643 29614 86421 84936 57876 76724 7406 51983 95882 91704 70203 66763 88650 67752 37875 52643 51983 37875 34973 74345 2328 70203 57876 74700 32678 66587 65508 8322 41673 66763 66587 92483
Armstrong	 45581 15022 56403 24651 15202 45581 42231 32433 48219 54097 40834 26934 74264 30647 22972 41043 68696 42231 34835 74264 79692 56425 40834 39245 24754 82335 15022 32433 6943 42231 39245 15022 14918 74264 71484 32433 56403 14918 89244 90613 76895 67369 66461 94868 45134 56438 74264 22972 40030 68696 82335 6943 74055 42231 74055 94862 54097 94868 15022 39245 67369 15202 25360 25139 24651 66461 54097 42231 71484 46400 67369 74055 26934 47702 33687 25139 58769 25139 82335 30424 32433 82335 6943 26934
Arnold	 69160 75692 30296 5526 25310 95380 5526 25666 94426 74561 75089 88974 91642 97057 20938 41217 78996 16022 88534 75751 84954 21159 48532 10790 41217 25443 80429 724 48464 74561 48078 4846 15887 24777 80429 56852 25310 29269 29727 75089 24777 724 41217 14140 75692 80429 80429 48532 48424 14140 88534 69160 16022 21159 82107 20938 75089 83569 56852 80247 60080 29727 48464 5526 53538 25310 69271 75914 82107 69271 29269 48078 24777 63643 88534 10790 41217 74561 5526 39436 25443 75914 56852 80429 78996 15887
Arroyo	 37649 360 90297 26840 66888 64442 1567 35742 19130 70942 84563 69517 57221 64442 91203 6665 59505 16357 21681 73337 70942 26008 69198 75457 19793 6665 5765 35769 91203 22481 64442 84563 42302 360 75457 87329 59505 59505 6665 84563 64442 69198 62406 22481 90524 22481 66888 55389 1012 87329 59101 59161 67926 3344 90524 97558 66888 37649 70942 37649 69517 59101 69198
Ashley	 39795 74482 80387 67553 7264 58364 88424 37395 73307 76406 51750 32319 23669 28712 34450 54176 58990 58990 40806 98265 7264 73307 58990 1575 17882 50949 28712 36475 54176 80387 45621 7264 29290 7264 51694 25506 40684 98265 50949 34450 65575 50124 73307 58990 8028 8028 7264 1507 49899 49899 58364 65575 97766 88632 23669 1507 85262 8028 32319 58990 97766 36475 3884 3884 40684 8028 6233 88424 51750 24200 93296 44360 67553 85262 50124 49899 58990 40684 17882 7213 67553 74482 73307 58364 49518 1507 90899 34450
Atkins	 56543 6250 75830 35643 36835 10145 70665 50209 82995 70665 32664 75830 70665 12289 32664 45296 64550 26607 42248 97044 70296 47673 95238 31050 18864 4383 37867 88209 26607 62695 95238 82656 13610 32664 70296 27349 82784 95739 82784 35643 88209 73889 82995 82656 31050 70296 95739 82995 58794 56543 92435 59249 62695 50209 13911 92435 35643 56543 71616 95238 95238 95739 12289 70665 38691 75830 19660
Atkinson	 56448 66062 62988 21312 43978 9074 2252 39131 86184 25613 83860 86955 50316 85254 39131 31491 50316 62988 92100 83860 87284 87284 43978 10538 81059 61013 31491 10538 11886 87284 92100 31010 74506 39131 39093 63400 27824 48114 77399 61013 31010 25613 63400 45747 8589 62918 31010 53436 66095 77399 92100 63400 60686 39131 27491 14658 31010 31010 91521 89669 53436 62988 62988 66062 66095 22273 61013 99098 75569
Austin	 17017 21461 71503 94629 94629 62747 21461 71503 94629 94629 45977 38852 93959 83278 19373 94629 28329 77216 33233 77216 88146 33533 75346 30936 83278 35103 50638 50638 62747 96939 41947 36983 17017 28329 94629 35103 5518 71503 15680 57174 75346 38798 88146 8823 30936 19373 97219 98370 77889 83278 97219 9116 40060 35103 75346 8823 94629 37364 50638 60114 40060 88146 98370 88146 57174 50638 40060 91520 61699 94629 21461 99114 15964 96939 77889 99114 50638 94629 48205 36983 57174 50638 33233 38798 50109 83278 23644 36983 93959
Avery	 92405 53303 15516 97483 54935 15516 35335 34588 15516 15516 96457 919 74000 32666 5266 98742 74728 38682 54935 84920 5266 35335 27699 48941 63392 35335 74728 41086 22059 54935 63392 38682 40254 74728 76621 7240 59630 43580 29414 32666 316 98742 9292 46209 53303 72300 8081 66967 49416 41086 72300 48941 40254 66967 15516 15592 32666 45299 15592 59630 48941 27739 54935 3277 22059 46209 76621 35335 53303 9292 46209 84920 18287 15592 84920 33189 35335 22047
Avila	 53604 59936 98110 90954 89179 41064 52016 53251 52582 42769 29810 13943 71634 13943 15004 39450 42769 98110 57576 1298 7837 90188 90601 53604 11016 83685 92251 23290 28437 16080 97784 61973 35096 35096 90188 4708 59936 34991 98662 11754 46431 29810 13943 92024 47539 53251 57576 52582 57576 15004 35096 23290 90954 52016 16476 83584 23288 92048 39450 56275 98662 58755 11754 83584
Ayala	 1356 6505 9568 41485 73711 11557 20976 80998 17398 15578 80761 20890 46783 62173 17398 65098 1356 91143 17398 18098 71984 71918 14436 18098 46783 64438 97460 71918 26012 62173 37710 73443 71984 46351 18098 46351 62173 73711 97460 9376 20362 89781 89781 14436 62173 71984 59816 28147 37710 46351 14436 72797 62173 46783 56407 69480 14436 99306 97460 65098 20976 73443 11557 91143 68859
Ayers	 93428 40139 86252 81574 68840 78027 36487 68840 15671 15671 78027 79078 81574 3037 29054 34567 70616 3037 10331 98298 5993 86252 78027 68018 60697 68686 14857 84028 40139 60697 60743 10892 79078 29920 47987 68018 70616 16561 72012 40139 16561 87765 78027 40139 62750 81574 3037 60743 51364 868 14857
Bailey	 34668 70933 84385 48559 32717 23013 27851 9621 97150 54709 12766 84385 58329 28381 38433 28381 9621 10607 3870 90192 70047 61010 70933 76757 57350 73750 84385 12766 3870 28381 30050 67751 57350 82580 24223 27851 54709 57350 57350 25114 82580 24223 48559 70047 54709 27851 24223 12766 30050 28381 67751 24223 38433 29714 88512 82580 57350 88853 23487 12766 3870 97702 98469 82580 24223 10607 29714 9187 84385 28381 23487 3870 9621
Baird	 40597 56125 85872 74267 76956 52542 14382 35547 19537 75274 65469 90231 65469 52542 21263 90231 14185 14382 91539 50101 45739 85872 85872 84272 35547 54745 14382 76956 56125 1019 19315 79766 21263 72570 78181 55848 73420 91539 75274 65469 19315 45733 90231 2831 45739 78181 50101 14382 80583 75274 76956 11609 76956 19315 30329 97256 75274 35547 79766 40597 80298 52542 79766 78339 81429 29064 50101 97256 60821 19411 99448 1019 14185 92555 78339 75274 29064 75274 54745 30329 79766 54745 21263 99448 17318 40597 54745 78339
Baker	 26342 1915 92551 20231 60119 60119 54048 69738 78791 64862 85466 81520 64781 64862 84199 4799 27658 84199 47777 1915 48054 48054 49309 53024 14430 45126 85466 14430 43881 54048 66006 26342 29321 63398 68541 4799 26342 9629 65260 58486 64781 85466 51505 34460 89424 48054 31621 69125 47777 69125 66006 65400 29321 14430 26342 78791 65400 43881 29321 20231 68541 47777 68541 89664 84910 21141 14430 69738 58486 65260 89424 50520 89664 54048 78791 47777 69010 78791 29321 34460 29321 89664 63320 38180 49309 29321 50520
Baldwin	 2580 32581 84848 41396 29587 48621 58182 2580 30458 28831 31191 62246 73734 72071 38724 90366 6344 64444 28277 29587 52302 48621 43279 89387 92685 32581 91696 62246 85186 90366 78343 43279 3504 67305 41396 92685 49827 29587 48621 67305 43279 48621 2580 54149 27748 73734 28831 41396 12444 58182 54149 87661 72071 52302 32581 84848 2580 31191 32581 29587 67305 40204 26413 29587 90366 2585 67305 26413 91235 62246 41396 46327 62246 49827 76085 48621 58182 49313 76085 64444 2580 90366 2675 30458 12084 34703
Ball	 18333 41070 93320 49830 18333 6429 5280 20857 49830 62675 33436 65728 33436 73200 31890 40372 20857 23700 18333 9487 64583 68343 17640 65728 33436 18333 97308 40372 31527 31890 57026 51989 5280 33436 75966 59627 83270 59970 5280 23700 62675 57377 75966 46825 20846 35884 41070 62675 18333 56715 64583 76516 6429 51989 14507 35258 31890 36605
Ballard	 76219 35437 5802 99437 96119 18111 67072 97541 90278 168 37655 99112 35437 33536 68493 76219 67072 76219 63804 8027 27374 68493 82953 99863 47357 47357 88450 33536 37655 68819 10824 7018 90278 99863 68819 53281 12179 47357 76219 88217 79579 96119 37655 68819 96119 88217 88450 79579 68493 55011 81983 37655 44022 10824 8027 10824 76219 63804 99112 47357 99863 67072 96119 17247 53281 90278 3616 63804 25382 76207 27374 45677
Banks	 6558 27425 20180 98588 84758 68569 19590 20180 98588 86230 49687 42010 68569 74004 55196 72352 55998 8785 46218 70364 32281 55196 74004 9695 12827 10659 40629 67403 12919 27960 8685 88831 55998 21934 98588 27425 87477 68569 89141 22850 71290 10659 55196 14122 6558 22850 88831 42010 98588 86230 14122 84758 12827 26582 81619 88261 64611 71290 32281 22850 46218 21407 81619
Barajas	 3304 27264 93268 62639 34893 88065 93136 58975 16107 35213 24554 96496 87360 87360 52814 32847 52814 18847 87360 92410 54001 57305 21484 15901 58975 88065 79098 20992 27164 40251 54799 54799 58975 28926 57305 92410 16107 54799 8167 85661 17784 40251 9560 35213 9560 32847 96496 57305 84942 62884 27264 93136 61535 93136 15901 88065 16107 79098 31360 35213 27264 98653 64760 96496 62639 27264 20992 24554 54001 54606 32847 62639 18847 17784 57305 98653 62884 87360 16107 54799 32847 40251 27164 61535 9560 20992 98653 15901 74292 21484 62639 28926 83430 61535 98653 57305 642 54799 18847 27164 62639 84942 23382 12836 63877 62639 642 62884 28926 58975
Barber	 11787 53316 3396 43608 97268 60441 51714 25216 69594 3229 65104 4626 78025 97268 97268 71412 30358 3229 53316 69594 3229 26731 45010 73565 32003 37090 6710 3396 20675 92368 44918 3229 85899 3396 85899 51714 35035 64966 57975 79172 85899 64966 57975 51714 97268 45010 17337 8936 60441 92368 35035 57975 4626 4626 35810 47382 32003 22978 25216 81342 3396 4626 26731 71412 4626 35054 37090 69594 30971 13824 44918 22978 73565 75863 3229 11787 13824 79172 60441 47596
Barker	 15537 13000 49608 43408 86514 5167 95707 58735 54926 49608 15605 52580 58735 86036 9909 77898 77898 82096 99778 1071 50619 49608 43408 78381 21139 99778 68115 5319 9909 70014 87585 34522 49608 13000 21139 31016 77898 89109 9909 1071 95707 18605 87585 43408 71522 38310 9322 15605 95707 96943 90165 16029 87585 87585 58735 49608 54926 5167 89210 77898 30330 71522 54926 23347 1071 93664 54926 23347 43408 66258 46880 87585 86514 9322 1071 64948 48912 90165 90165 5167 86514 15537 90165 46880 89109 21139 30330 84001 38310 29278 71522 31016 9322 48912 99778 14963 31016 48912 9909 38310 93664
Barnes	 85936 27870 27297 91143 37686 67925 40318 3202 67925 86019 55548 7559 73530 71678 68681 37480 37686 53546 10030 36091 64780 68681 94663 95139 71567 91772 86019 37686 68379 54847 83137 74710 76932 53546 56814 10030 95139 94663 40318 64780 76932 27297 71567 56814 10030 73530 37974 85936 57801 73530 40318 83137 91772 95139 59688 13425 41678 36091 83137 68681 27297 53546 65225 10035 71567 1716 59919 91143 71567 30219 44581 4124 76932 64780 86019 7559 71678 53546 54847 91772 76932 4124 76359 68379 86019 54847 68379 27297 3459 57801 3459 47474 3459 1716 30219 57801 64780 37686 37480 1716 19055 54622 44581 86019 54622
Barnett	 90036 70742 82418 94987 38452 83771 28360 67952 4091 93390 44009 83771 74388 19482 7526 7526 43588 58980 84086 54947 5552 7526 68277 84086 81872 68277 28360 54947 89804 58911 81872 83771 5552 58869 81872 19482 25656 42871 71967 63005 49752 71967 61380 88649 81872 89105 25656 90036 54947 45265 93390 70344 28715 63622 45265 58980 54947 19414 67952 66320 89105 84086 38452 97414 87836 38452
Barr	 57660 54894 83818 77138 43762 9667 99307 62871 86444 57660 91352 52193 5001 86473 55119 23655 40700 86473 17037 14026 53641 67787 96498 46496 26256 67787 91209 96498 53641 53641 54894 40700 13983 54613 29434 62871 77138 9012 53641 14026 17037 96498 55119 7016 13311 95964 17037 22855 86444 29434 63364 96498 13983 25135 46496 77138 67787 29253 12953 49908 62871 84119 19464 23655 59569 49908 57660 5001 62871 57660 46496 95964 25829 13311 49908 14026 38255 67787 7875 19464
Barrera	 33933 59253 91096 18379 92835 33363 42220 18379 88939 95073 25087 42074 30296 43855 60371 70279 70215 9589 34756 91096 3460 91838 25211 77644 27146 36340 43855 34756 91838 91838 3460 89314 59253 43242 63285 25211 25211 7987 24003 70279 7987 9504 6409 89022 6409 36888 69653 35893 56283 33363 3460 63285 33363 30296 27151 89314 91096 89314
Barrett	 6356 88197 98461 98461 48586 98461 9151 26565 98461 53423 18253 97492 89194 26246 15988 49161 49161 18253 71427 48586 77043 37564 97204 24173 20890 77043 32432 55022 26565 30741 46838 37313 74383 32432 32432 49312 65978 87463 87409 86597 89141 37564 88197 46838 97492 89194 32432 49161 81488 24173 26565 24173 81488 71888 48586 89141 85478 81488 88197 46838 97492 75966 55022 75966 49161 55815 30917 98461 46838 71888 65989 74383 75295 75966 86597 37564 55022 81488
Barron	 84854 56060 15152 69964 63605 64618 24061 74552 34039 37920 74552 37920 2645 83695 51990 30710 3162 92599 34039 75479 7562 22453 63605 69964 5954 61485 5954 61785 15891 37920 74697 74552 42812 22124 55719 37920 62448 61485 66059 15152 78578 74224 15891 56693 61485 64618 56693 23378 61785 22453 3162 24061 61485 15152 19383 69964 74697 22453 26574 46000 15152 78578 74224 7562 46000 56693 56060 83695 3162 83695 70053 22731
Barry	 59778 78119 33178 51610 61892 53875 59132 45935 90438 64338 76507 76507 59778 99043 52542 82864 53875 61072 1884 51352 90438 63642 99043 3418 61892 23698 75614 76187 94726 71298 46470 62028 76986 74558 23698 76986 3418 1884 76986 99499 45935 3418 46470 61892 74558 63002 12144 23689 61892 23698 90438 23689 71298 3418 3999 90438 90438 75614 94726 52542 94726 3418
Bartlett	 84815 37231 87730 77526 67009 77526 22171 87730 74868 35262 15106 84815 54370 48759 81467 66104 81467 91943 537 90094 36436 48068 66104 35262 87405 6055 25949 17430 49731 13189 22819 21782 21782 96409 66104 22819 15106 537 84815 90094 94994 8 13189 29529 74868 80051 49731 78329 78329 6055 50386 94858 15106 37231 91943 537 70739 22819 63320 38964 84815 67009 22778 53951 8 91943 22642 94994 49731 22778
Barton	 3057 78579 91709 89744 14964 91709 21146 2579 22243 93711 54727 42220 54727 12191 17915 12191 42220 57932 89411 31602 84107 93467 54801 36064 36064 78134 22243 68107 17915 80805 54801 30660 1221 22243 49345 1587 12191 66741 1221 56652 93543 83383 14964 45603 54801 89411 95965 42220 95965 89744 16434 56955 26513 26513 51340 57932 53881 91709 68107 57932 26513 95965 16434 84107 66741 16434
Bass	 73984 38512 32243 52761 87136 33940 52761 49735 95362 48464 38417 73984 48455 11043 38417 16463 34549 48455 35229 99834 16463 64340 67008 48891 48968 89064 95362 69756 82600 8130 97408 1900 82337 53975 48464 67008 17121 98642 64340 53975 12930 70191 10100 48891 12930 75563 48455 89064 67705 48464 99834 89012 51757 52761 82600
Bates	 82583 63639 61187 54578 79604 79604 48852 65667 79604 48574 12305 79604 73617 73588 92476 26383 26383 40394 52774 73588 91968 82583 57543 48214 52774 82583 27357 57543 40394 48214 98731 73588 14199 55712 76859 77432 61187 12305 52774 52774 73588 25714 8925 35379 8925 95664 48574 95861 77432 22273 54578 25714 22174 57440 77432 8925 51231 61187 70644 22273 32316 48852 82583 40394 65667 70679 57440 40394 57440 74436 30311 98731 18736 17888 76859 75805 51967 18736 61187 22273 55712 74436 77432 12305 55712 22273 65912 48069 75805
Bauer	 63958 13894 18105 38256 30365 59669 6351 45732 58195 34370 21432 99294 18105 2805 78686 78063 18105 45732 99638 62397 75677 45732 93360 99638 21432 2805 59669 63958 52867 38676 78910 38676 51309 99294 38676 38676 38676 97060 42881 13894 62397 97060 30365 78910 13894 14088 18105 6351 21432 96159 78686 603 14088 67217 14824 2805 67217 45732 52867 45732 45224 42748 48812 14824 53431 42881 63958 13894 18599 45224 48812 52867 53431 48812 53431 93360
Bautista	 24841 32232 34819 32232 973 35186 21800 83232 23830 88765 82610 84624 74017 84624 29178 85626 79977 27607 65714 77998 36856 97018 77396 29512 91749 83232 34819 18884 973 5555 65714 57895 65714 27607 36856 83930 74017 18884 83232 21800 70406 35186 77998 35186 27201 41117 24841 82610 46555 79977 27177 88765 97018 57895 83232 2661 15372 46555 97018 27177 70406 74017 88765 57895 22494 81740 77396 92319 90506 24434 84653 22494 973 70406 27607 29512 18884 90506 43153 973 7001 18884 77396 61986
Baxter	 34606 24761 30975 17676 94866 11139 68577 2358 99839 66594 38322 54471 21371 68169 36553 97257 64426 77852 30975 11139 27956 80093 41146 76121 11139 76366 55044 57642 27956 17676 67750 55044 94866 66594 2714 76121 6473 17676 43269 34603 17564 74864 93282 41146 27301 66699 34141 40927 80093 57642 75905 27301 27301 24761 93255 43262 76366 17564 77852 39529 66594 64426 97257 1913 68169 76121 28034 30975 78040 36553 74864 57642 93255 55044 28034 17564 99082 28034 34606 85680 68169 27956 24761 64426 58112 74864
Bean	 62670 60714 75373 18025 48772 66038 66038 43356 75373 89669 87062 18025 4413 92176 28830 12323 30207 53296 49259 58095 59455 66038 48772 60445 58095 80265 18025 54402 48871 62670 58095 28830 5222 85695 68641 59622 25582 75373 5222 25582 54402 87260 30207 36941 60714 66038 68641 75373 59455 62670 60714 92943 60714 787 36941 87260 49259 54402 85337 75373 60714 90088 43356 85337 92943 52502 80686 36941 52586 75373 52502 28830 30207 43356 43356 37662 92176 73150 60714 787 48871 26603 5222 43356 60445 52586 92176 68641 30207
Beard	 46319 56904 37391 46319 22735 66715 66004 94207 6844 22735 76308 9083 20518 88458 50644 61346 24611 66004 10575 66715 6844 6844 53417 95881 75848 2069 45652 22735 53417 50644 45652 73220 46319 82595 81368 37780 78424 2069 82595 50212 34952 78487 22735 73220 50212 78424 48287 45527 9083 53417 34952 66715 78487 54211 17632 50212 75848 37152 20518 26115 34952 66715 34952 22735 46379 48287 66715 66715 53417 97756 8686 76308 2069
Beasley	 74142 11173 19658 86562 24084 66871 11173 90484 24537 90484 49421 33434 40449 93632 50200 83212 21991 21699 43334 69694 86562 50200 71778 78254 20128 11309 74142 868 11173 71778 19658 584 99971 50200 82593 69694 31260 78003 25309 31260 584 21991 70392 90879 44751 40449 82593 90484 99366 82593 31260 82375 6161 71778 584 90484 71778 584 86562 43544 99640 47818 40449 69694 82375 46657 26910 44751
Beck	 11142 48637 84847 73292 82477 51771 18274 7687 8513 87375 48637 4417 47656 36082 56398 84847 48637 16139 74242 11142 37960 7687 32848 66117 90667 16267 90450 15524 98739 87375 36941 32848 83788 74242 37960 79358 37038 94909 84310 76234 61968 61968 79358 44765 83788 29473 16139 84310 32848 68932 84310 48637 18274 76234 82477 15524 32848 63446 1156 68932 22039 7687 89975
